title,type,country,release_year,rating,genres,platform
마녀사냥,TV Show,South Korea,2015,TV-MA,"['International TV Shows', 'Korean TV Shows', 'Stand-Up Comedy & Talk Shows']",Netflix
Issaq,Movie,India,2013,TV-MA,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
It Takes Two,Movie,United States,1995,PG,"['Children & Family Movies', 'Comedies']",Netflix
It's Fine,Movie,,2012,TV-14,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
It's Now or Never,Movie,Spain,2015,TV-MA,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
"It's Okay, Buddy",Movie,Egypt,2017,TV-14,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
Iverson,Movie,United States,2014,NR,"['Documentaries', 'Sports Movies']",Netflix
최강전사 미니특공대 : 영웅의 탄생,Movie,,2018,TV-Y7,['Children & Family Movies'],Netflix
Jaan-E-Mann: Let's Fall in Love... Again,Movie,India,2006,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Jack and the Cuckoo-Clock Heart,Movie,"France, Belgium",2013,PG,"['Children & Family Movies', 'Music & Musicals']",Netflix
Jack of all Trades,Movie,Canada,2018,TV-MA,"['Documentaries', 'Sports Movies']",Netflix
Jack Taylor,TV Show,"United States, Ireland",2016,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Jackie Brown,Movie,United States,1997,R,"['Dramas', 'Thrillers']",Netflix
Jackpot,Movie,Vietnam,2015,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Jail,Movie,India,2009,TV-14,"['Dramas', 'International Movies']",Netflix
Jake's Buccaneer Blast,Movie,,2014,TV-Y,['Movies'],Netflix
Jal,Movie,India,2013,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Jalpari: The Desert Mermaid,Movie,India,2012,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Janaan,Movie,Pakistan,2016,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Japanese Style Originator,TV Show,Japan,2008,TV-G,"['International TV Shows', 'Stand-Up Comedy & Talk Shows']",Netflix
Jay and Silent Bob Strike Back,Movie,United States,2001,R,"['Comedies', 'Cult Movies']",Netflix
Jealousy and medicine,Movie,Poland,1973,TV-MA,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Jeopardy!,TV Show,United States,2019,TV-G,['Reality TV'],Netflix
Jeremy Scott: The People's Designer,Movie,United States,2015,PG-13,['Documentaries'],Netflix
Jericho,TV Show,United States,2008,TV-14,"['Classic & Cult TV', 'TV Action & Adventure', 'TV Dramas']",Netflix
Jersey Boys,Movie,United States,2014,R,"['Dramas', 'Music & Musicals']",Netflix
Jesus: Countdown to Calvary,Movie,"Ireland, United States, France",2018,TV-14,"['Documentaries', 'Faith & Spirituality']",Netflix
Jewel's Catch One,Movie,United States,2016,TV-MA,"['Documentaries', 'LGBTQ Movies']",Netflix
Jhansi Ki Rani,TV Show,India,2009,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Jimi Hendrix,Movie,United States,1973,R,"['Documentaries', 'Music & Musicals']",Netflix
JingleKids,TV Show,Russia,2017,TV-Y7,"[""Kids' TV""]",Netflix
Jiro Dreams of Sushi,Movie,United States,2011,PG,['Documentaries'],Netflix
Jis Desh Men Ganga Behti Hai,Movie,,1960,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Joe Cocker: Mad Dog with Soul,Movie,United Kingdom,2017,TV-14,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
John & Jane,Movie,India,2005,TV-14,"['Documentaries', 'International Movies']",Netflix
John Carter,Movie,United States,2012,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
John Day,Movie,India,2013,TV-MA,"['International Movies', 'Thrillers']",Netflix
John Mellencamp: Plain Spoken,Movie,,2017,TV-MA,"['Documentaries', 'Music & Musicals']",Netflix
Jonathan,Movie,United States,2018,TV-MA,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']",Netflix
Jonathan Strange & Mr Norrell,TV Show,United Kingdom,2015,TV-14,"['British TV Shows', 'TV Dramas', 'TV Sci-Fi & Fantasy']",Netflix
Jora 10 Numbaria,Movie,India,2017,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Juana Brava,TV Show,Chile,2015,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Juana Inés,TV Show,Mexico,2016,TV-14,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Judwaa,Movie,India,1997,TV-14,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Judy Moody and the Not Bummer Summer,Movie,United States,2011,PG,"['Children & Family Movies', 'Comedies']",Netflix
Jugaad,Movie,,2017,TV-14,['Documentaries'],Netflix
Julie & Julia,Movie,United States,2009,PG-13,"['Comedies', 'Dramas']",Netflix
Julius Jr.,TV Show,United States,2014,TV-Y,"[""Kids' TV""]",Netflix
Jumping the Broom,Movie,United States,2011,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Junebug,Movie,United States,2005,R,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Jupiter Ascending,Movie,"United States, Australia",2015,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Just Friends,Movie,"Germany, United States, Canada",2005,PG-13,"['Comedies', 'Romantic Movies']",Netflix
"Justice, My Foot!",Movie,Hong Kong,1992,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Justin Bieber: Never Say Never,Movie,United States,2011,G,"['Documentaries', 'Music & Musicals']",Netflix
K,TV Show,Japan,2012,TV-MA,"['Anime Series', 'Crime TV Shows', 'International TV Shows']",Netflix
K-19: The Widowmaker,Movie,"United Kingdom, Germany, Canada, United States",2002,PG-13,"['Action & Adventure', 'Dramas']",Netflix
Kaçak,TV Show,Turkey,2013,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",Netflix
Kaabil,Movie,India,2017,TV-14,"['Dramas', 'International Movies']",Netflix
Kaakan,Movie,India,2015,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Kaalia,Movie,India,1981,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Kaaliyan,Movie,India,2017,TV-PG,"['Dramas', 'International Movies']",Netflix
Kabali (Hindi Version),Movie,India,2016,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Kacche Dhaagey,Movie,India,2016,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Kahlil Gibran's The Prophet,Movie,"United States, France, Canada, Lebanon, Qatar",2014,PG,"['Children & Family Movies', 'Dramas']",Netflix
Kajraare,Movie,India,2010,TV-14,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
Kaleidoscope,Movie,United Kingdom,2016,TV-MA,['Thrillers'],Netflix
Kalki,Movie,India,2017,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Kanika,Movie,India,2017,TV-14,"['Horror Movies', 'International Movies', 'Thrillers']",Netflix
Karzzzz,Movie,India,2008,TV-14,"['International Movies', 'Music & Musicals', 'Romantic Movies']",Netflix
Kate & Leopold,Movie,United States,2001,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Katha,Movie,India,1982,TV-PG,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Katt Williams: Live,Movie,United States,2006,NR,['Stand-Up Comedy'],Netflix
Kaviyude Osyath,Movie,India,2017,TV-14,"['Dramas', 'International Movies']",Netflix
Kay Dyache Bola,Movie,India,2005,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Ken Burns: The Civil War,TV Show,United States,1990,TV-14,['Docuseries'],Netflix
Ken Burns: The Roosevelts: An Intimate History,TV Show,United States,2014,TV-PG,['Docuseries'],Netflix
Ken Burns: The West,TV Show,United States,1996,TV-PG,['Docuseries'],Netflix
Kevin Hart: Laugh at My Pain,Movie,United States,2011,R,['Stand-Up Comedy'],Netflix
Kevin Hart: Let Me Explain,Movie,United States,2013,R,['Stand-Up Comedy'],Netflix
Kevin Hart: Seriously Funny,Movie,United States,2010,TV-MA,['Stand-Up Comedy'],Netflix
Kevyn Aucoin: Beauty & the Beast in Me,Movie,United States,2017,TV-MA,"['Documentaries', 'LGBTQ Movies']",Netflix
Khaani,TV Show,Pakistan,2017,TV-14,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']",Netflix
Khalnayak,Movie,India,1993,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Khan: No. 1 Crime Hunter,TV Show,India,2018,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Comedies']",Netflix
Khelti Hai Zindagi Aankh Micholi,TV Show,India,2013,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Khosla Ka Ghosla,Movie,India,2006,TV-14,"['Comedies', 'Dramas', 'International Movies']",Netflix
Khotey Sikkey,TV Show,India,2011,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Khubsoorat,Movie,India,1980,TV-PG,"['Classic Movies', 'Comedies', 'Dramas']",Netflix
Khushi,Movie,India,2003,TV-14,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
Kia and Cosmos,Movie,India,2018,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Kickboxer: Retaliation,Movie,United States,2017,R,['Action & Adventure'],Netflix
Kickboxer: Vengeance,Movie,United States,2016,TV-MA,['Action & Adventure'],Netflix
Kicking and Screaming,Movie,United States,1995,R,"['Comedies', 'Independent Movies', 'Romantic Movies']",Netflix
Kid Kulafu,Movie,Philippines,2015,TV-14,"['Dramas', 'International Movies', 'Sports Movies']",Netflix
Kidnapping Mr. Heineken,Movie,"Netherlands, Belgium, United Kingdom, United States",2015,R,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Kikoriki,TV Show,,2010,TV-Y,"[""Kids' TV""]",Netflix
Kill Bill: Vol. 1,Movie,"United States, Japan",2003,R,['Action & Adventure'],Netflix
Kill Bill: Vol. 2,Movie,United States,2004,R,['Action & Adventure'],Netflix
Kill Command,Movie,United Kingdom,2016,TV-MA,"['Action & Adventure', 'Independent Movies', 'Sci-Fi & Fantasy']",Netflix
Kill Hitler! The Luck of the Devil,Movie,France,2015,TV-14,"['Documentaries', 'International Movies']",Netflix
Kill Ratio,Movie,United States,2016,TV-MA,['Action & Adventure'],Netflix
Kill the Irishman,Movie,United States,2011,R,"['Action & Adventure', 'Dramas', 'Independent Movies']",Netflix
Killer Klowns from Outer Space,Movie,United States,1988,PG-13,"['Comedies', 'Cult Movies', 'Horror Movies']",Netflix
Killers,Movie,United States,2010,PG-13,"['Action & Adventure', 'Comedies', 'Romantic Movies']",Netflix
Kills on Wheels,Movie,Hungary,2016,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Kilo Two Bravo,Movie,United Kingdom,2014,R,"['Dramas', 'Independent Movies', 'Thrillers']",Netflix
King Jack,Movie,United States,2015,NR,"['Dramas', 'Independent Movies']",Netflix
King's Ransom,Movie,"United States, Canada",2005,PG-13,"['Action & Adventure', 'Comedies']",Netflix
Kingdoms of the Sky,TV Show,,2018,TV-PG,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",Netflix
Kingpin,Movie,United States,1996,PG-13,"['Comedies', 'Cult Movies', 'Sports Movies']",Netflix
Kings,Movie,"France, Belgium, China, United States",2017,R,['Dramas'],Netflix
Kis Kisko Pyaar Karoon,Movie,India,2015,TV-PG,"['Comedies', 'International Movies']",Netflix
Kiss the Girls,Movie,United States,1997,R,['Thrillers'],Netflix
Kiss The Series,TV Show,,2016,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Kitten Rescuers,TV Show,United Kingdom,2017,TV-14,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
KL Zombi,Movie,Malaysia,2013,TV-14,"['Comedies', 'Horror Movies', 'International Movies']",Netflix
Knights of Sidonia,TV Show,Japan,2015,TV-MA,"['Anime Series', 'International TV Shows']",Netflix
Knock Knock,Movie,"United States, Chile, Israel",2015,R,"['Horror Movies', 'Thrillers']",Netflix
Know Your Enemy - Japan,Movie,United States,1945,TV-14,"['Classic Movies', 'Documentaries']",Netflix
Knowing,Movie,"United States, United Kingdom, Australia",2009,PG-13,"['Sci-Fi & Fantasy', 'Thrillers']",Netflix
Koko: The Gorilla Who Talks,Movie,United Kingdom,2016,TV-G,['Documentaries'],Netflix
Kon Kon Kon,TV Show,,2014,TV-PG,"['Docuseries', 'International TV Shows']",Netflix
Kon-Tiki,Movie,"United Kingdom, Norway, Denmark, Germany, Sweden",2012,PG-13,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Koshish,Movie,India,1972,TV-14,"['International Movies', 'Romantic Movies']",Netflix
Kraftidioten,Movie,"Norway, Denmark, Sweden",2014,TV-MA,"['Comedies', 'International Movies', 'Thrillers']",Netflix
Krish Trish and Baltiboy,Movie,,2009,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Battle of Wits,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Best Friends Forever,Movie,,2016,TV-Y,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Comics of India,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Face Your Fears,Movie,India,2017,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Oversmartness Never Pays,Movie,,2017,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: Part II,Movie,,2010,TV-Y7,['Children & Family Movies'],Netflix
Krish Trish and Baltiboy: The Greatest Trick,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Krisha,Movie,United States,2015,R,"['Dramas', 'Independent Movies']",Netflix
Krishna Balram,TV Show,,2019,TV-Y7,"[""Kids' TV""]",Netflix
Kristy,Movie,United States,2013,NR,['Horror Movies'],Netflix
Krystal,Movie,United States,2017,R,"['Comedies', 'Dramas']",Netflix
Kuldip Patwal: I Didn't Do It!,Movie,India,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Kung Fu Hustle,Movie,"Hong Kong, China, United States",2004,R,"['Action & Adventure', 'Comedies', 'Cult Movies']",Netflix
Kung Fu Magoo,Movie,"Mexico, United States",2010,TV-Y7,"['Children & Family Movies', 'Comedies']",Netflix
Kung Fu Panda: Holiday,Movie,United States,2010,TV-PG,"['Children & Family Movies', 'Comedies']",Netflix
Kung Fu Yoga,Movie,"China, India, Nepal",2017,TV-PG,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Kuppivala,Movie,,2017,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Kurt & Courtney,Movie,United Kingdom,1998,R,"['Documentaries', 'Music & Musicals']",Netflix
Kurt Seyit & Sura,TV Show,Turkey,2014,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']",Netflix
Kurtulus Son Durak,Movie,Turkey,2012,TV-MA,"['Comedies', 'Dramas', 'International Movies']",Netflix
Kya Kehna,Movie,India,2000,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Kygo: Live at the Hollywood Bowl,Movie,United States,2017,TV-MA,['Music & Musicals'],Netflix
Kyun! Ho Gaya Na,Movie,India,2004,TV-PG,"['International Movies', 'Romantic Movies']",Netflix
La Última Fiesta,Movie,Argentina,2016,TV-MA,"['Comedies', 'International Movies']",Netflix
LA 92,Movie,United States,2017,R,['Documentaries'],Netflix
La Bamba,Movie,United States,1987,PG-13,"['Classic Movies', 'Dramas', 'Music & Musicals']",Netflix
La Coppia dei Campioni,Movie,Italy,2016,TV-MA,"['Comedies', 'International Movies']",Netflix
La Familia P. Luche,TV Show,United States,2012,TV-14,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",Netflix
La Femme,TV Show,,2016,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
La Piloto,TV Show,Mexico,2017,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
La Rosa de Guadalupe,TV Show,Mexico,2010,TV-PG,"['Classic & Cult TV', 'Crime TV Shows', 'International TV Shows']",Netflix
La Viuda Negra,TV Show,"Colombia, Mexico, United States",2016,TV-14,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
Laal Rang,Movie,India,2016,TV-14,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Laddaland,Movie,Thailand,2011,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Lady Bloodfight,Movie,Hong Kong,2016,R,['Action & Adventure'],Netflix
Lady in the Water,Movie,United States,2006,PG-13,"['Sci-Fi & Fantasy', 'Thrillers']",Netflix
Lady-Like,Movie,United States,2018,NC-17,"['Comedies', 'Independent Movies']",Netflix
"Lady, la vendedora de rosas",TV Show,Colombia,2015,TV-14,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Lalbaug Parel: Zali Mumbai Sonyachi,Movie,India,2010,TV-MA,"['Dramas', 'International Movies']",Netflix
Land Girls,TV Show,United Kingdom,2011,TV-14,"['British TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Larceny,Movie,"United States, Mexico",2017,TV-14,['Action & Adventure'],Netflix
Last,TV Show,South Korea,2015,TV-14,"['Crime TV Shows', 'International TV Shows', 'Korean TV Shows']",Netflix
Last Ferry,Movie,United States,2019,TV-MA,"['Dramas', 'Independent Movies', 'LGBTQ Movies']",Netflix
Last Knights,Movie,"United Kingdom, South Korea",2015,R,['Action & Adventure'],Netflix
Last Night,Movie,"United States, France",2010,R,"['Dramas', 'Independent Movies', 'Romantic Movies']",Netflix
Le K Benzema,Movie,France,2017,TV-14,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
Le serment des Hitler,Movie,France,2014,TV-PG,"['Documentaries', 'International Movies']",Netflix
Leap Year,Movie,"United States, Ireland",2010,PG,"['Comedies', 'Romantic Movies']",Netflix
LeapFrog: Letter Factory,Movie,United States,2003,TV-Y,['Children & Family Movies'],Netflix
LeapFrog: Numberland,Movie,United States,2011,TV-Y,['Movies'],Netflix
LeapFrog: Phonics Farm,Movie,United States,2011,TV-Y,['Movies'],Netflix
"LeapFrog: Sing-along, Read-along",Movie,,2011,TV-Y,['Children & Family Movies'],Netflix
Learning Time with Timmy,TV Show,United Kingdom,2018,TV-Y,"['British TV Shows', ""Kids' TV""]",Netflix
Lechmi,Movie,India,2017,TV-MA,"['Comedies', 'Horror Movies', 'International Movies']",Netflix
Left Behind,Movie,"United States, Canada",2014,PG-13,"['Action & Adventure', 'Faith & Spirituality', 'Sci-Fi & Fantasy']",Netflix
Legend of the Guardians: The Owls of Ga'Hoole,Movie,"United States, Australia",2010,PG,['Children & Family Movies'],Netflix
Legend of the Naga Pearls,Movie,China,2017,TV-MA,"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']",Netflix
Legendary Weapons of China,Movie,Hong Kong,1982,TV-14,"['Action & Adventure', 'Cult Movies', 'International Movies']",Netflix
Legends of Strength,TV Show,United States,2017,TV-PG,['Docuseries'],Netflix
